Time KWT WHT KWR DOL WHG WHH WHB SSL PIN BDF BDI BSF BSI SHD SHP DOG POL COD HER ATF HAL FHS REX FFS FFD SKL SKB SKO SBF POP RFS RFP RFD THO DFS DFD SCU OCT SQD SCH SCM SCO SPI SSO HAK CAP SAN FOS EUL TAN KIN CRO PAN PWN EBC BG COR SPG BFF BIV TsActKWT TsActWHT TsActKWR TsActDOL TsActWHG TsActWHH TsActWHB TsActSSL TsActPIN TsActBDF TsActBDI TsActBSF TsActBSI TsActSHD TsActSHP TsActDOG TsActPOL TsActCOD TsActHER TsActATF TsActHAL TsActFHS TsActREX TsActFFS TsActFFD TsActSKL TsActSKB TsActSKO TsActSBF TsActPOP TsActRFS TsActRFP TsActRFD TsActTHO TsActDFS TsActDFD TsActSCU TsActOCT TsActSQD TsActSCH TsActSCM TsActSCO TsActSPI TsActSSO TsActHAK TsActCAP TsActSAN TsActFOS TsActEUL TsActTAN TsActKIN TsActCRO TsActPAN TsActPWN TsActEBC TsActBG TsActCOR TsActSPG TsActBFF TsActBIV
7.300000e+03 6.265378 24.353641 24.943868 18.974700 1574.331236 862.466221 432.099024 32.831043 96.598475 14.027575 0.412286 1.827731 1.418033 44.593902 528.710581 127.896616 212044.721253 244535.560924 41288.395594 91956.682974 53628.493191 34069.418054 7386.408122 30757.525008 4269.868150 533.440994 1521.148170 456.822983 6908.441611 4565.137682 5993.599329 1462.636018 1278.033435 611.590395 40037.709079 2641.546330 1851.885112 120.162580 46.338223 83.468152 14835.623751 2559.107992 20981.415234 712.879733 17428.202529 198596.534985 70412.100258 38750.138469 9365.179567 170.887228 0.000000 0.002361 0.000606 0.000000 0.000132 0.009151 0.000000 0.000000 0.000000 0.005488 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
7.665000e+03 6.307977 24.128900 25.278615 18.834214 1567.412362 825.710249 436.263033 32.885470 96.615165 13.734909 0.398946 1.829847 1.451903 45.555624 565.070485 139.830155 208269.043540 243319.255339 40813.399745 91480.631796 54372.643509 33541.633348 7598.693492 30820.122455 4304.898741 534.317729 1510.647862 459.600565 6927.228319 4556.545648 6018.284309 1459.918271 1287.771463 618.235383 40087.858896 2662.031207 1832.712922 124.017394 46.670798 128.189004 552.944348 2846.717797 81.416606 1092.000830 15169.188770 198614.955183 70307.582088 39802.749876 9163.995126 175.963125 0.000000 0.002287 0.000576 0.000000 0.000130 0.009261 0.000000 0.000000 0.000000 0.005269 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
8.030000e+03 6.344601 23.923121 25.585024 18.693306 1558.840664 791.571352 440.409924 32.886796 96.514833 13.466687 0.386951 1.830779 1.485010 46.509463 596.058691 152.369450 204057.254058 241023.383549 40143.762607 90961.056470 54978.108703 32988.655477 7814.326730 30847.959834 4340.272277 535.926469 1502.043229 462.561032 6937.996539 4541.276627 6037.976042 1453.092652 1295.869983 624.250702 39992.561220 2680.778126 1808.934514 127.949727 47.009357 191.671143 993.859801 2538.585767 20433.511478 1769.412654 12949.632800 198957.424944 70313.323139 40750.309289 8941.692304 181.150684 0.000000 0.002219 0.000548 0.000000 0.000127 0.009372 0.000000 0.000000 0.000000 0.005069 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
8.395000e+03 6.375343 23.726172 25.860537 18.550160 1548.815419 759.969925 444.577036 32.827153 96.283788 13.218737 0.376042 1.830872 1.517290 47.456110 625.258963 165.482006 199759.921397 237165.841654 39542.209209 90414.979444 55465.811447 32422.888640 8030.134376 30853.054139 4375.634159 538.458280 1491.109195 465.886448 6944.561860 4522.602072 6054.507059 1444.206861 1303.408671 629.865246 39800.251816 2698.089114 1783.285253 131.964677 47.353602 156.510065 34018.739554 2494.783734 78.980811 1612.659527 10929.912045 199608.660690 70459.439563 41695.582755 8712.994200 186.449172 0.000000 0.002165 0.000521 0.000000 0.000125 0.009487 0.000000 0.000000 0.000000 0.004887 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
8.760000e+03 6.400347 23.539778 26.104395 18.402992 1537.499150 730.606352 448.772010 32.703360 95.927281 12.987551 0.366104 1.830412 1.548656 48.395827 636.531450 179.135775 195657.019971 232145.070602 39146.497603 89842.036965 55835.763135 31849.967801 8246.898119 30843.940722 4410.625687 541.548805 1474.227020 469.341314 6949.146719 4504.117753 6068.919621 1434.351805 1310.507892 635.166739 39548.034980 2714.201729 1757.009822 136.065851 47.703308 86.593188 23085.312460 2684.774624 19863.189249 883.775733 9277.925331 200489.678693 70735.797166 42580.815782 8489.050984 191.857421 0.000000 0.002121 0.000495 0.000000 0.000123 0.009604 0.000000 0.000000 0.000000 0.004722 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
9.125000e+03 6.419785 23.368310 26.320618 18.251029 1524.986177 703.545812 452.998357 32.521881 95.492623 12.770542 0.357017 1.829636 1.579019 49.330184 662.249172 193.308868 191857.366083 226659.369722 38840.492083 89276.505344 56086.014917 31272.149308 8466.752297 30826.202799 4444.910672 544.506598 1450.998431 472.558715 6952.527764 4486.576677 6081.493274 1423.389075 1317.101814 640.155584 39254.283090 2729.241454 1730.365959 140.254951 48.058862 79.676914 3998.476501 2400.425349 76.621734 671.148944 8223.858495 201524.179161 71103.267965 43239.245069 8276.163425 197.373011 0.000000 0.002068 0.000471 0.000000 0.000120 0.009724 0.000000 0.000000 0.000000 0.004571 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
9.490000e+03 6.433843 23.209832 26.508340 18.091827 1511.322138 678.683690 457.254348 32.286938 94.991589 12.566144 0.348659 1.828711 1.608303 50.258506 685.451825 207.945763 188145.338311 221032.120812 38433.510136 88698.200021 56169.698798 30684.130898 8683.380515 30801.773854 4478.192333 546.205798 1419.661299 474.859325 6952.089982 4467.295081 6091.608042 1410.124315 1322.568031 644.718613 38910.959364 2743.244041 1702.260732 144.527609 48.420048 123.286896 144.572858 2427.758208 19384.377528 1029.407292 8127.295507 202676.951025 71526.876758 43571.023159 8072.848127 202.991025 0.000000 0.002011 0.000448 0.000000 0.000118 0.009846 0.000000 0.000000 0.000000 0.004436 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
9.855000e+03 6.442733 23.062251 26.670808 17.924189 1496.683551 655.978633 461.548104 32.002682 94.428678 12.374555 0.340994 1.827797 1.636494 51.180857 713.411614 222.987186 184499.081393 215812.361136 37991.221094 88114.684196 56101.516782 30094.357357 8897.822828 30774.256807 4510.229182 546.481154 1383.448830 476.305091 6948.718837 4445.914693 6099.930334 1395.241933 1327.467819 648.966054 38540.976887 2756.306030 1673.674275 148.884752 48.785680 174.854470 12322.176550 2519.397441 74.518075 1588.618612 9105.111232 203908.902103 71996.690787 43662.869516 7873.134572 208.707000 0.000000 0.001961 0.000426 0.000000 0.000115 0.009972 0.000000 0.000000 0.000000 0.004314 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.022000e+04 6.446701 22.926840 26.806410 17.748848 1481.289088 635.050926 465.880917 31.674312 93.805341 12.195999 0.333965 1.827004 1.663616 52.097734 718.112417 238.386438 181068.553138 211307.933770 37733.585553 87551.305536 55911.846365 29513.033451 9111.466474 30748.349873 4540.806678 545.520874 1347.106197 477.123187 6944.625434 4425.438558 6107.487169 1380.216823 1332.223645 653.037288 38182.344837 2768.558291 1645.916302 153.329486 49.154774 135.001200 32390.052948 2284.205163 18891.399761 1380.263091 10633.091955 205169.981507 72510.933543 43597.279190 7682.396018 214.516506 0.000000 0.001928 0.000405 0.000000 0.000113 0.010100 0.000000 0.000000 0.000000 0.004203 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.058500e+04 6.446021 22.803745 26.920456 17.567420 1465.283735 615.854441 470.227044 31.314414 93.167312 12.030008 0.327427 1.826397 1.689689 53.011325 731.342294 254.125898 178018.027593 207489.603578 37633.619158 87025.685679 55642.360662 28945.237628 9321.471831 30727.658236 4569.724421 543.485293 1313.931097 477.499154 6941.842958 4407.774623 6114.700283 1365.593111 1337.006869 657.000964 37859.183229 2780.083210 1619.660943 157.865302 49.527028 77.341372 10960.048937 2359.962544 72.473207 769.378354 11992.477610 206367.518231 73036.232277 43362.269276 7518.485131 220.414639 0.000000 0.001892 0.000385 0.000000 0.000110 0.010230 0.000000 0.000000 0.000000 0.004103 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.095000e+04 6.440962 22.691933 27.013252 17.381336 1448.675649 598.330765 474.564891 30.933352 92.536557 11.875552 0.321238 1.825970 1.714712 53.921473 744.086510 270.125316 175155.244019 203765.485014 37460.438253 86518.085091 55266.510125 28381.467549 9527.264528 30708.024709 4596.701066 539.814278 1281.732064 477.039002 6937.508927 4390.520159 6120.537137 1350.055241 1341.001965 660.720384 37542.030989 2790.875035 1593.452267 162.487002 49.903165 75.464014 167.558783 2377.522060 18485.757989 621.087993 12780.576836 207432.033476 73525.781788 42970.556304 7369.462061 226.393890 0.000000 0.001848 0.000366 0.000000 0.000108 0.010364 0.000000 0.000000 0.000000 0.004011 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.131500e+04 6.431793 22.591178 27.087524 17.191659 1431.574062 582.498834 478.884182 30.536952 91.912685 11.732674 0.315313 1.825737 1.738735 54.828230 768.353418 286.311202 172342.861633 199907.493145 37157.758177 86019.478106 54795.444322 27821.513720 9726.809343 30687.625322 4621.529789 534.654622 1249.834575 475.874882 6930.727015 4371.586760 6125.288603 1333.436642 1344.430102 664.223934 37218.631106 2800.995437 1567.310094 167.193153 50.284183 117.467215 2141.802552 2194.679675 70.729005 959.998053 12826.961525 208410.564911 73975.513008 42642.414550 7232.111656 232.447300 0.000000 0.001806 0.000348 0.000000 0.000105 0.010500 0.000000 0.000000 0.000000 0.003929 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.168000e+04 6.418796 22.499482 27.140645 16.999526 1414.146621 567.999826 483.196627 30.127556 91.275350 11.601563 0.309610 1.825710 1.761835 55.731654 769.195726 302.655915 169625.916943 196053.068561 36959.393379 85549.963884 54257.637052 27267.911405 9917.027515 30669.533761 4644.141765 528.597805 1218.931910 474.373765 6923.032091 4353.021773 6129.683749 1316.950137 1347.706225 667.627399 36903.361977 2810.583375 1542.137604 171.986284 50.670702 158.665108 29791.103665 2284.471908 18082.082310 1421.694599 12269.340314 209368.753848 74408.506473 42566.204172 7107.864992 238.568555 0.000000 0.001778 0.000331 0.000000 0.000103 0.010639 0.000000 0.000000 0.000000 0.003854 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.204500e+04 6.402258 22.414730 27.176596 16.806750 1396.528694 554.739157 487.480750 29.713375 90.650297 11.481682 0.304097 1.825883 1.784078 56.634193 774.613739 319.139569 167187.463208 192506.959819 36952.747909 85134.321976 53707.205688 26719.074628 10100.411332 30655.501513 4664.435084 522.325607 1189.857609 472.961668 6917.011141 4337.303415 6134.301601 1301.531660 1351.221893 671.040964 36617.613168 2819.746254 1518.923001 176.872320 51.062349 116.836709 15496.750288 2253.534190 69.041814 1184.651601 11270.944201 210239.514112 74814.761675 42689.041764 6993.466124 244.751720 0.000000 0.001753 0.000315 0.000000 0.000100 0.010781 0.000000 0.000000 0.000000 0.003785 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.241000e+04 6.382452 22.337020 27.196215 16.614611 1378.727573 542.668389 491.733148 29.302266 90.054989 11.371624 0.298759 1.826196 1.805484 57.536004 776.398608 335.737936 164951.441939 189130.913296 36947.467174 84751.978384 53129.609932 26166.912235 10276.601303 30640.362046 4682.331197 515.637510 1160.313795 471.397995 6911.291825 4323.287366 6138.284703 1286.262120 1354.278081 674.360724 36345.886769 2828.464159 1496.524337 181.847250 51.458588 69.581063 1699.062767 2130.280746 17740.182525 672.758268 10034.640848 210929.608796 75163.570989 42854.379116 6888.002702 250.988297 0.000000 0.001723 0.000300 0.000000 0.000098 0.010926 0.000000 0.000000 0.000000 0.003722 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.277500e+04 6.359632 22.266370 27.202413 16.423707 1360.770185 531.833844 495.949417 28.899145 89.494290 11.270608 0.293591 1.826612 1.826092 58.437421 796.889039 352.433263 162780.067173 185842.583856 36783.095296 84385.529686 52524.115401 25612.635997 10442.216051 30620.947000 4697.787899 508.543669 1129.354064 469.651441 6904.493312 4308.480676 6141.276520 1270.439143 1356.819327 677.555012 36071.982820 2836.723608 1474.393381 186.907611 51.859230 72.087840 322.919199 2213.392563 67.615799 579.337925 8723.227815 211471.734577 75454.668075 43013.293852 6784.842381 257.269546 0.000000 0.001686 0.000286 0.000000 0.000095 0.011074 0.000000 0.000000 0.000000 0.003665 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.314000e+04 6.334040 22.201097 27.194018 16.234329 1342.738706 521.988843 500.143441 28.503272 88.940211 11.178291 0.288575 1.827107 1.845967 59.337624 799.419508 369.199848 160589.784549 182652.837407 36592.092448 84032.336855 51889.589544 25062.847550 10598.426119 30597.380529 4710.788304 501.253501 1097.301820 467.799184 6896.211503 4292.702277 6143.570979 1254.417967 1358.949746 680.658624 35793.727796 2844.565983 1452.583483 192.051244 52.264866 112.564939 15924.205037 2145.179479 17419.422034 903.925353 7435.497888 211982.134440 75716.793295 43235.803317 6683.605998 263.586750 0.000000 0.001660 0.000272 0.000000 0.000093 0.011224 0.000000 0.000000 0.000000 0.003613 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.350500e+04 6.305921 22.141995 27.173226 16.047270 1324.765001 513.037619 504.321991 28.117203 88.400096 11.094348 0.283696 1.827681 1.865192 60.238545 802.920658 386.047583 158554.941061 179853.590811 36571.013510 83717.504560 51275.892278 24528.905133 10746.865563 30573.426358 4721.322270 494.434541 1067.182446 466.281915 6889.408771 4278.798119 6146.199455 1239.528559 1361.356440 683.818444 35538.764801 2852.065782 1432.408061 197.285055 52.675603 144.807931 23231.944047 2072.707389 66.238741 1283.249981 6268.506940 212517.628566 75969.219689 43519.790213 6588.135120 269.932805 0.000000 0.001641 0.000259 0.000000 0.000090 0.011378 0.000000 0.000000 0.000000 0.003566 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.387000e+04 6.275510 22.087123 27.141205 15.863233 1306.873734 504.856599 508.480897 27.744843 87.887273 11.017566 0.278959 1.828294 1.883788 61.140726 795.796285 402.975343 156704.331699 177335.644661 36655.151784 83436.807930 50681.717977 24008.317977 10886.130555 30548.336346 4729.387990 487.998388 1039.230128 464.961120 6884.256164 4267.483865 6148.969166 1225.569058 1363.620324 686.996218 35303.286648 2859.209238 1413.474403 202.607715 53.090677 102.105804 6822.297206 2145.393080 17117.859943 1026.140495 5349.542710 213010.899180 76201.760618 43739.836637 6501.506084 276.298826 0.000000 0.001621 0.000246 0.000000 0.000088 0.011535 0.000000 0.000000 0.000000 0.003524 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.423500e+04 6.243017 22.038283 27.100771 15.682416 1289.049124 497.573093 512.607279 27.390477 87.419691 10.946856 0.274372 1.828910 1.901767 62.044942 812.909105 419.980361 154952.599720 174888.588861 36620.743335 83172.562673 50100.335565 23496.315878 11017.740548 30520.524162 4735.012001 481.696817 1012.532920 463.654600 6879.362951 4256.534187 6151.343628 1211.587569 1365.493815 690.130995 35071.016139 2865.952267 1395.088706 208.015015 53.509014 63.503760 102.394599 2061.742756 65.025440 595.688510 4952.584821 213395.191100 76400.747198 43774.055869 6416.588216 282.675314 0.000000 0.001591 0.000234 0.000000 0.000085 0.011694 0.000000 0.000000 0.000000 0.003485 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.460000e+04 6.208623 21.994122 27.051639 15.504524 1271.297588 491.051421 516.712379 27.051746 86.967415 10.881684 0.269936 1.829504 1.919152 62.949661 818.728362 437.039955 153138.701557 172306.375392 36427.528315 82902.230574 49504.239557 22990.359036 11139.435496 30488.373899 4738.292434 475.249667 985.537764 462.146470 6872.624462 4243.693465 6153.057170 1197.048147 1366.727520 693.179050 34827.430963 2872.283926 1376.588262 213.499146 53.930077 69.678483 3947.607978 2022.693547 16858.912541 547.589834 5698.531697 213731.625720 76579.668071 43659.800473 6323.906857 289.052238 0.000000 0.001565 0.000223 0.000000 0.000083 0.011857 0.000000 0.000000 0.000000 0.003451 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
