Time KWT WHT KWR DOL WHG WHH WHB SSL PIN BDF BDI BSF BSI SHD SHP DOG POL COD HER ATF HAL FHS REX FFS FFD SKL SKB SKO SBF POP RFS RFP RFD THO DFS DFD SCU OCT SQD SCH SCM SCO SPI SSO HAK CAP SAN FOS EUL TAN KIN CRO PAN PWN EBC BG COR SPG BFF BIV BC BO BD MA EUP ZL ZM ZS JEL GEL PTE PL PS BB PB DC DL DR DIN RelKWT RelWHT RelKWR RelDOL RelWHG RelWHH RelWHB RelSSL RelPIN RelBDF RelBDI RelBSF RelBSI RelSHD RelSHP RelDOG RelPOL RelCOD RelHER RelATF RelHAL RelFHS RelREX RelFFS RelFFD RelSKL RelSKB RelSKO RelSBF RelPOP RelRFS RelRFP RelRFD RelTHO RelDFS RelDFD RelSCU RelOCT RelSQD RelSCH RelSCM RelSCO RelSPI RelSSO RelHAK RelCAP RelSAN RelFOS RelEUL RelTAN RelKIN RelCRO RelPAN RelPWN RelEBC RelBG RelCOR RelSPG RelBFF RelBIV RelBC RelBO RelBD RelMA RelEUP RelZL RelZM RelZS RelJEL RelGEL RelPTE RelPL RelPS RelBB RelPB RelDC RelDL RelDR RelDIN MigWHT MigWHG MigWHH MigPIN MigBDF MigBDI MigBSF MigSHP MigSCH MigSCM MigSCO MigSPI MigSSO MigHAK PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
3.650000e+03 1623.014298 5179.080247 6199.164048 4276.911145 398299.576148 118541.602676 71897.770528 6179.382173 8163.899370 4890.455144 56.660353 320.865697 465.754847 9607.618692 11924.497678 20062.271958 3289523.602539 2621188.513419 609292.832871 2201867.699821 1204541.690807 817153.807850 85162.270050 624454.412239 145098.962562 31557.477978 56225.965659 23184.095057 271678.059499 153777.762897 395802.399259 53680.437690 79476.994418 67775.873724 1509472.771756 218760.715077 44832.814715 336388.323129 449869.415707 22509.240868 124711.868467 153785.767023 2309.798084 223146.843253 723659.605293 1800768.202462 757187.911493 344689.003518 196595.780309 257610.311890 2595.854120 3349331.570323 2126780.538919 3483031.212784 1562406.581375 427394.296703 1830.419307 34487.394763 118885.103497 3216299.291317 4651896.058941 20041728.133124 5542098.539628 535557.638820 5099388.808074 19992875.834160 13018239.107111 5276078.018949 64676.864146 1113778.703940 2.851366 66978394.664195 104359716.653677 1605.443972 2983658.500142 0.000000 70317367.946733 32474902.396207 3581676435.454123 1.171671 0.764776 1.163503 0.988142 0.796582 0.591587 1.119683 1.070256 1.098059 0.664860 0.731246 1.146905 1.362751 1.561797 0.979262 1.033196 1.390734 3.302223 1.990886 1.224414 4.122521 3.498641 0.609909 1.460524 0.815359 1.831686 1.539755 1.936268 0.903335 0.754615 0.914249 1.200954 1.039545 1.035079 2.713706 1.180070 1.618233 1.437710 1.068779 0.753865 0.237311 3.904076 0.008401 0.503957 2.480563 0.890554 0.901173 1.094354 0.543517 1.380867 1.435752 1.606624 0.600599 0.774574 0.917940 1.093212 1.000471 1.008757 0.916892 0.782898 1.734727 7.948428 2.347042 1.728175 1.101040 1.581690 1.029908 0.867573 1.478801 2.945289 1.000000 29.560795 23.476369 0.398653 3.651134 0.000000 1102.383754 509.117532 1.057377 2680.876964 398299.576148 118541.602676 0.000000 3661.043461 5.087915 33.065042 0.000000 22509.240868 124711.868467 153785.767023 2309.798084 223146.843253 723659.605293 0.103530 7501263319437567489736704.000000 64.880435 16.082095 -22177.631593 0.061638
4.015000e+03 1641.441989 5096.555484 6326.581628 4269.381853 399380.784274 113028.504232 72993.126652 6233.873094 8208.241823 4660.750550 54.293869 321.914893 477.575024 9948.548276 13070.919286 20504.345178 3349693.972808 2679603.227193 623702.261499 2195495.378258 1271507.165830 818440.400765 86623.966203 634271.894513 145408.944435 32675.474447 56702.201408 23896.736649 274394.829485 155056.250925 399981.597957 55140.310065 81203.415019 69225.652155 1551413.585516 223788.020037 46317.574724 348312.223511 453219.235902 19691.171673 191843.837943 162968.839703 188061.882948 194448.030365 732913.114476 1800950.296456 757161.253726 370976.255747 209733.919420 265599.903103 2692.348779 3442618.153726 2020664.860790 3398221.455028 1550098.465763 432295.437216 1830.528090 34524.398517 117632.493958 3369922.121089 4938036.136080 27124086.702690 5910415.401191 568886.689383 5149712.385472 19569462.765932 13040053.497351 6576737.017361 66876.006585 1234557.196018 3.038367 63245203.003212 111996657.193319 698.883162 3048180.180219 0.000000 61244903.904113 31703134.961342 3606873060.844604 1.184974 0.752590 1.187418 0.986402 0.798744 0.564073 1.136741 1.079694 1.104023 0.633631 0.700705 1.150656 1.397336 1.617218 1.073408 1.055963 1.416173 3.375815 2.037969 1.220870 4.351709 3.504149 0.620378 1.483486 0.817101 1.896577 1.552797 1.995786 0.912369 0.760889 0.923902 1.233614 1.062126 1.057220 2.789107 1.207189 1.671825 1.488673 1.076737 0.659484 0.365055 4.137202 0.684006 0.439143 2.512282 0.890644 0.901141 1.177813 0.579839 1.423693 1.489123 1.651372 0.570632 0.755713 0.910708 1.105748 1.000531 1.009840 0.907231 0.820292 1.841431 10.757248 2.503022 1.835723 1.111905 1.548193 1.031634 1.081447 1.529083 3.264677 1.000000 27.913158 25.194347 0.173542 3.730090 0.000000 960.152364 497.018332 1.064816 2639.795813 399380.784274 113028.504232 0.000000 3513.292850 4.875301 33.162391 0.000000 19691.171673 191843.837943 162968.839703 188061.882948 194448.030365 732913.114476 0.105108 8073439482073039981510656.000000 64.826087 19.686841 -23900.170934 0.066411
4.380000e+03 1659.077291 5026.951732 6458.431437 4253.965353 401054.865473 107760.125344 74038.783109 6295.921982 8253.959289 4454.180375 51.934284 322.978545 489.157814 10283.633047 13798.334758 21011.295106 3444916.721372 2877532.645848 635002.663879 2189033.425661 1333779.118542 817478.262683 88627.013274 643543.343118 145965.645427 33636.533411 58994.612251 24547.111903 277689.840062 156444.845637 404366.027092 56585.043336 82998.819869 70726.151514 1599927.281504 228835.153032 47714.425056 360588.670145 456559.819860 15001.607583 585480.236994 174199.413646 2516.155002 143780.925769 717051.397606 1798767.289268 754479.703522 390501.684816 221493.079061 273826.170844 2792.681105 3504671.391663 1920492.408973 3315176.573505 1536641.032877 437261.791182 1830.634766 34559.701448 116352.969228 3439733.771151 5233910.226756 35939350.946032 6230785.042164 603338.043097 5193974.332999 19164924.978168 13068910.642805 8348613.705519 69094.728498 1254367.814009 3.211673 60045690.100466 117638094.334295 493.489653 3105406.877045 0.000000 48206500.956726 28952619.533112 3633588355.115460 1.197705 0.742312 1.212164 0.982840 0.802092 0.537781 1.153025 1.090440 1.110173 0.605548 0.670253 1.154457 1.431226 1.671688 1.133145 1.082070 1.456430 3.625170 2.074894 1.217277 4.564833 3.500030 0.634723 1.505171 0.820229 1.952360 1.615575 2.050104 0.923325 0.767703 0.934030 1.265936 1.085610 1.080135 2.876324 1.234415 1.722244 1.541142 1.084674 0.502424 1.114097 4.422307 0.009152 0.324716 2.457911 0.889565 0.897949 1.239805 0.612349 1.467788 1.544616 1.681138 0.542343 0.737245 0.902802 1.118451 1.000589 1.010872 0.897363 0.837285 1.951765 14.253328 2.638696 1.946893 1.121462 1.516189 1.033917 1.372807 1.579813 3.317064 1.000000 26.501059 26.463423 0.122540 3.800119 0.000000 755.745913 453.897783 1.072702 2605.089011 401054.865473 107760.125344 0.000000 3379.517371 4.663282 33.262615 0.000000 15001.607583 585480.236994 174199.413646 2516.155002 143780.925769 717051.397606 0.105007 8498429456344727506911232.000000 64.728261 23.930757 -25180.167155 0.069403
4.745000e+03 1675.990326 4970.817833 6594.606788 4232.486493 402920.483193 102766.273612 75038.231923 6363.019930 8303.804453 4270.014741 49.681125 324.041339 500.589613 10613.398923 15671.795322 21583.442900 3526129.858188 3041867.081150 642917.676251 2181488.528946 1390652.933843 814171.742983 91093.437704 651978.731301 146724.789219 34394.328475 61961.726527 25087.976903 281092.234808 157736.303300 408739.672914 57866.387072 84737.696320 72207.643273 1651065.355261 233874.302624 48858.163481 373190.038770 459874.495404 15777.068664 744818.541809 161281.180697 194949.060850 151339.464051 709897.949802 1794773.323121 752873.594873 405055.822879 231857.289918 282281.753367 2896.801290 3499352.762907 1825622.415170 3233683.351248 1521280.126598 442244.868164 1830.737793 34593.120023 115046.287248 3390330.971799 5540514.277379 46173979.862181 6486722.459069 639368.413889 5231832.709571 18787124.601972 13097408.521147 10569454.230556 71351.841540 1227224.325597 3.382787 57569718.267146 120824775.767576 524.296522 3150828.217054 0.000000 33099939.600096 23943473.663258 3661568742.147727 1.209915 0.734023 1.237722 0.977878 0.805823 0.512859 1.168590 1.102062 1.116877 0.580511 0.641174 1.158256 1.464674 1.725294 1.286997 1.111536 1.490765 3.832201 2.100756 1.213081 4.759483 3.485873 0.652387 1.524900 0.824495 1.996344 1.696830 2.095275 0.934638 0.774040 0.944132 1.294603 1.108354 1.102761 2.968259 1.261597 1.763527 1.594999 1.092549 0.528396 1.417299 4.094359 0.709056 0.341786 2.433391 0.887589 0.896038 1.286013 0.641003 1.513113 1.602204 1.678587 0.515552 0.719122 0.893777 1.131197 1.000645 1.011850 0.887285 0.825260 2.066100 18.312320 2.747084 2.063159 1.129636 1.486300 1.036171 1.737991 1.631421 3.245286 1.000000 25.408293 27.180287 0.130190 3.855702 0.000000 518.916403 375.368094 1.080963 2577.727343 402920.483193 102766.273612 0.000000 3259.151860 4.460718 33.363907 0.000000 15777.068664 744818.541809 161281.180697 194949.060850 151339.464051 709897.949802 0.104528 8815211514518683514830848.000000 64.521739 28.836309 -26134.546414 0.069529
5.110000e+03 1692.160914 4925.604965 6730.368099 4206.579095 404613.415131 98014.830386 75994.515425 6427.533578 8350.892780 4107.638004 47.595551 325.078480 511.947344 10937.489823 16597.390720 22221.487351 3586266.126370 3153315.914568 649103.755194 2172397.500898 1442334.388453 808723.260565 93808.958253 659493.909206 147645.284529 34963.645102 64430.828050 25518.633522 284339.592237 158889.637970 412996.416835 58945.763224 86381.413932 73640.215785 1700386.228581 238903.790303 49690.012051 386098.465253 463175.680822 20907.737833 383862.777101 171192.597740 2605.535313 208168.166523 701843.771555 1789599.777815 750826.617028 418805.247875 240942.542876 290961.502040 3004.632919 3463289.075079 1735723.600556 3153981.684806 1503570.276827 447234.255377 1830.836196 34624.124439 113712.957713 3274825.922050 5858008.931040 56563700.708223 6650251.845736 676766.905095 5267572.759873 18464242.552405 13099117.891361 13030308.303461 73666.047745 1286190.057096 3.582184 55672261.904050 120890305.958641 582.681867 3171866.544259 0.000000 19492261.975268 17814080.649431 3688731665.629551 1.221589 0.727346 1.263203 0.971892 0.809209 0.489147 1.183482 1.113235 1.123210 0.558435 0.614258 1.161963 1.497906 1.777978 1.363009 1.144395 1.516190 3.972607 2.120969 1.208026 4.936362 3.462545 0.671835 1.542477 0.829668 2.029389 1.764446 2.131242 0.945435 0.779700 0.953965 1.318751 1.129854 1.124639 3.056927 1.288728 1.793552 1.650169 1.100391 0.700229 0.730444 4.345974 0.009477 0.470129 2.405782 0.885031 0.893602 1.329666 0.666120 1.559639 1.661845 1.661287 0.490165 0.701398 0.883372 1.143959 1.000699 1.012757 0.877002 0.797144 2.184496 22.432820 2.816337 2.183839 1.137353 1.460756 1.036306 2.142642 1.684334 3.401215 1.000000 24.570854 27.195029 0.144688 3.881447 0.000000 305.585285 279.275998 1.088982 2556.449238 404613.415131 98014.830386 0.000000 3151.813501 4.273162 33.463587 0.000000 20907.737833 383862.777101 171192.597740 2605.535313 208168.166523 701843.771555 0.104280 9114479241657350663176192.000000 64.358696 33.845307 -27035.646428 0.068130
5.475000e+03 1707.528921 4887.249883 6861.657076 4177.394817 405802.725798 93509.026407 76907.223156 6485.377657 8395.631624 3965.178200 45.693701 326.023700 523.232030 11256.088715 17930.649528 22925.444853 3616253.627061 3198986.343591 653194.721264 2161536.534672 1488445.501019 801286.984285 96716.408983 665797.614390 148691.416380 35360.315142 66221.986547 25830.080457 287173.009116 159861.519635 416927.282807 59763.755932 87846.509074 74982.737141 1743070.950809 243939.037507 50156.484574 399297.172530 466477.567090 23119.614553 110096.757019 172944.096679 196291.178523 235975.063361 672729.792395 1783196.932300 747819.399026 432684.026567 247949.439749 299863.619163 3116.123112 3385107.218232 1650424.290828 3076189.579527 1483682.259105 452263.428995 1830.930085 34652.779292 112354.049584 3145788.764380 6187025.724538 65450923.249006 6694183.037317 716225.381931 5301318.733579 18177963.186494 13080294.511795 15366436.742092 76062.646941 1403140.717621 3.806666 54618913.610699 118636922.697633 620.848319 3168948.283590 0.000000 11662661.764321 12461004.712600 3713073681.409805 1.232683 0.721683 1.287844 0.965149 0.811588 0.466661 1.197696 1.123254 1.129228 0.539068 0.589713 1.165342 1.530924 1.829769 1.472499 1.180648 1.528868 4.030143 2.134337 1.201986 5.094176 3.430707 0.692657 1.557221 0.835546 2.052413 1.813497 2.157253 0.954856 0.784469 0.963044 1.337051 1.149017 1.145142 3.133665 1.315890 1.810390 1.706580 1.108236 0.774307 0.209501 4.390439 0.713937 0.532928 2.305985 0.881864 0.890023 1.373729 0.685492 1.607357 1.723510 1.623785 0.466077 0.684098 0.871688 1.156823 1.000750 1.013595 0.866522 0.765734 2.307189 25.957438 2.834942 2.311166 1.144639 1.438107 1.034817 2.526784 1.739131 3.710481 1.000000 24.105960 26.688116 0.154165 3.877875 0.000000 182.838596 195.354427 1.096168 2539.154237 405802.725798 93509.026407 0.000000 3056.241462 4.102174 33.555287 0.000000 23119.614553 110096.757019 172944.096679 196291.178523 235975.063361 672729.792395 0.104431 9416567576652564813316096.000000 64.271739 38.536443 -27944.748179 0.066567
5.840000e+03 1721.971056 4851.552770 6984.852393 4146.723206 406244.111161 89220.032777 77776.555821 6532.404874 8433.461134 3840.812403 44.003086 326.826075 534.449623 11569.094891 18596.271812 23694.235898 3617702.882866 3193038.652088 654127.990376 2148954.855972 1529197.644695 792216.186473 99766.844817 670829.978746 149836.572954 35639.447917 67362.795599 26050.515147 289492.558684 160551.583455 420335.149783 60306.871061 89134.928712 76230.902887 1776819.835422 248998.159064 50290.282616 412781.010704 469798.013033 19425.980347 619544.440389 161241.659059 2613.044237 197906.186448 623075.584794 1776305.069304 743987.943090 444785.857417 250782.614959 308995.330693 3231.353193 3296033.883525 1569447.670322 3000292.167689 1462528.689004 457382.387295 1831.021560 34679.986822 110970.442263 3009947.036138 6527129.553935 72173569.375713 6623270.416354 757768.417269 5331338.064590 17933683.570633 13048128.979172 17226945.164590 78559.376935 1406879.890484 4.015167 54231089.790387 115136010.510616 617.273946 3146059.049242 0.000000 9365656.531381 10381530.983250 3733061160.809747 1.243109 0.716411 1.310967 0.958063 0.812471 0.445256 1.211235 1.131399 1.134316 0.522160 0.567894 1.168210 1.563745 1.880651 1.527161 1.220240 1.529480 4.022650 2.137386 1.194990 5.233650 3.391870 0.714503 1.568991 0.841981 2.068615 1.844739 2.175663 0.962569 0.787855 0.970916 1.349202 1.165869 1.164204 3.194339 1.343181 1.815219 1.764210 1.116125 0.650603 1.178917 4.093355 0.009504 0.446953 2.135781 0.878456 0.885463 1.412152 0.693324 1.656305 1.787243 1.581058 0.443209 0.667220 0.859260 1.169917 1.000800 1.014391 0.855851 0.732668 2.434016 28.623599 2.804911 2.445220 1.151121 1.418782 1.032272 2.832717 1.796217 3.720369 1.000000 23.934795 25.900564 0.153277 3.849866 0.000000 146.827845 162.753974 1.102069 2523.510047 406244.111161 89220.032777 0.000000 2971.385210 3.950196 33.633602 0.000000 19425.980347 619544.440389 161241.659059 2613.044237 197906.186448 623075.584794 0.104659 9679978830579316547387392.000000 64.282609 42.736727 -28737.601657 0.064974
6.205000e+03 1735.360868 4817.312419 7099.472808 4115.241118 405833.829093 85178.091454 78605.891354 6569.675367 8466.616196 3731.975949 42.433243 327.440779 545.583084 11876.485676 21216.901857 24525.308984 3592075.662476 3159358.339847 648694.879130 2133960.843546 1563855.478468 781688.695287 102808.771891 674574.481242 151061.676689 35824.451325 67728.926656 26188.208894 291152.630698 160773.395855 423094.990309 60515.488074 90207.602341 77365.671538 1796871.017891 254094.212221 50097.503810 426543.494931 473129.699993 14740.136444 1160259.664491 169324.719446 193486.432177 145157.782658 564154.100464 1769187.298989 739804.792993 455449.739188 249579.479909 318360.235148 3350.415451 3180965.799906 1492436.834701 2926299.166511 1440640.888933 462615.393734 1831.111393 34706.467785 109562.623151 2879140.877366 6876864.316309 78418866.209563 6503900.468232 802365.128017 5356604.064556 17733261.061940 13029891.060408 18474120.688964 81156.412817 1234499.609740 4.187089 54637476.988115 111651036.650019 533.007092 3117045.602275 0.000000 8134193.171202 9310387.344671 3751685946.490287 1.252775 0.711355 1.332479 0.950789 0.811650 0.425085 1.224150 1.137854 1.138775 0.507364 0.547634 1.170407 1.596321 1.930620 1.742372 1.263040 1.518646 3.980219 2.119633 1.186652 5.352265 3.346797 0.736289 1.577749 0.848865 2.079353 1.854765 2.187163 0.968089 0.788944 0.977291 1.353869 1.179900 1.181535 3.230386 1.370670 1.808261 1.823030 1.124040 0.493667 2.207832 4.298556 0.703736 0.327826 1.933809 0.874936 0.880484 1.446008 0.689998 1.706504 1.853096 1.525861 0.421461 0.650765 0.846400 1.183302 1.000849 1.015165 0.844993 0.700828 2.564435 31.100445 2.754359 2.589128 1.156576 1.402926 1.030830 3.037797 1.855597 3.264525 1.000000 24.114153 25.116597 0.132353 3.814362 0.000000 127.521872 145.961376 1.107567 2508.663539 405833.829093 85178.091454 0.000000 2895.711099 3.809071 33.693814 0.000000 14740.136444 1160259.664491 169324.719446 193486.432177 145157.782658 564154.100464 0.104816 9912094364477177242583040.000000 64.271739 47.042687 -29436.429570 0.063540
6.570000e+03 1747.570223 4784.464255 7204.779800 4083.236658 404641.058050 81383.237966 79405.453922 6594.393651 8487.682205 3637.040786 40.912872 327.876711 556.642422 12177.740766 22612.679467 25416.275120 3548688.772630 3120286.390542 641450.787785 2118286.506056 1593774.323080 770419.895399 105926.823151 677271.034168 152349.844094 36004.382413 67565.818945 26309.025048 292407.466066 160674.695589 425353.538480 60523.368406 91174.835606 78429.492771 1804125.704030 259251.767384 49718.263459 440599.257459 476480.226681 15659.193337 850976.030945 165109.051910 2561.295993 152339.494869 498689.095053 1763386.633258 736475.888957 468006.513466 246004.785908 327960.401975 3473.435910 3100776.688177 1419169.212080 2854241.822985 1418139.263099 467970.734412 1831.198634 34732.142954 108130.448992 2754890.618025 7230869.106092 84511123.398880 6367376.338242 849645.390301 5386518.487404 17643010.986106 13022393.512361 19141857.782972 83857.799047 1184118.646820 4.398980 55557378.684097 108315147.672166 370.966341 3087220.940275 0.000000 7202102.482735 8483356.900665 3769014127.369663 1.261589 0.706505 1.352244 0.943395 0.809264 0.406146 1.236602 1.142135 1.141609 0.494457 0.528013 1.171965 1.628679 1.979591 1.856996 1.308924 1.500303 3.930996 2.095963 1.177936 5.454662 3.298550 0.758620 1.584056 0.856104 2.089797 1.850298 2.197253 0.972261 0.788459 0.982508 1.354045 1.192551 1.197782 3.243429 1.398492 1.794572 1.883104 1.132000 0.524448 1.619303 4.191535 0.009316 0.344045 1.709408 0.872067 0.876522 1.485875 0.680115 1.757964 1.921137 1.487396 0.400771 0.634740 0.833180 1.197000 1.000897 1.015916 0.833947 0.670584 2.696446 33.516598 2.696542 2.741695 1.163035 1.395786 1.030236 3.147596 1.917363 3.131297 1.000000 24.520150 24.366168 0.092116 3.777865 0.000000 112.909243 132.995803 1.112683 2494.368050 404641.058050 81383.237966 0.000000 2828.592679 3.672238 33.736179 0.000000 15659.193337 850976.030945 165109.051910 2561.295993 152339.494869 498689.095053 0.105236 10185420299046264321867776.000000 64.250000 51.259410 -30258.814983 0.062279
6.935000e+03 1758.508368 4752.450138 7301.104739 4051.033831 402761.205608 77818.389935 80183.861626 6607.857108 8498.663686 3553.915269 39.514100 328.149579 567.622217 12473.463674 23917.772749 26364.577346 3494663.352415 3083371.052047 635157.714685 2102677.642565 1619719.017900 758700.571837 109081.204425 679145.095100 153683.723219 36218.655889 67169.447325 26434.673573 293413.614016 160461.744863 427206.945571 60407.481780 92042.218458 79431.187882 1803035.645816 264495.014182 49220.831807 454962.299534 479857.606920 20040.188618 121419.490083 156458.450243 188819.378302 199824.869753 433182.548374 1759921.188160 734152.589767 482745.706332 241126.631228 337795.867912 3600.543254 3024723.360208 1349398.481510 2784114.369492 1395109.068140 473453.866269 1831.282578 34756.835645 106674.035864 2638069.585259 7588308.127728 90469491.096003 6221107.326630 900304.991084 5422491.351479 17646100.254057 13032319.496038 19379549.452932 86666.340922 1277019.786209 4.671154 56884666.778967 105601104.355684 181.989982 3064037.326754 0.000000 6493506.209007 7845185.841301 3785309515.519495 1.269486 0.701777 1.370323 0.935955 0.805505 0.388356 1.248724 1.144467 1.143086 0.483156 0.509960 1.172941 1.660805 2.027663 1.964172 1.357761 1.477462 3.884489 2.075400 1.169256 5.543457 3.248373 0.781210 1.588439 0.863600 2.102234 1.839444 2.207747 0.975606 0.787414 0.986789 1.351453 1.203896 1.213079 3.241469 1.426776 1.776617 1.944491 1.140024 0.671173 0.231046 3.971926 0.686761 0.451286 1.484865 0.870354 0.873757 1.532670 0.666629 1.810685 1.991440 1.450914 0.381067 0.619145 0.819650 1.211025 1.000943 1.016638 0.822715 0.642148 2.829738 35.879650 2.634598 2.905167 1.170803 1.396030 1.031022 3.186681 1.981579 3.376965 1.000000 25.105947 23.755627 0.045191 3.749495 0.000000 101.800394 122.991029 1.117493 2480.401721 402761.205608 77818.389935 0.000000 2768.906631 3.546280 33.762432 0.000000 20040.188618 121419.490083 156458.450243 188819.378302 199824.869753 433182.548374 0.105999 10506267876953866085859328.000000 64.239130 55.556849 -31223.706918 0.061208
7.300000e+03 1768.102562 4722.223259 7388.443584 4018.780193 400276.997272 74470.580623 80948.195439 6610.635945 8498.738168 3480.589107 38.245801 328.283879 578.507887 12760.778328 23891.023751 27367.831191 3434358.430354 3049028.132350 628803.956314 2087405.630535 1641803.838044 746604.384867 112241.721306 680310.999561 155046.755230 36458.164210 66646.757590 26568.227439 294192.644962 160180.686967 428715.862418 60179.486256 92817.689176 80371.989559 1795407.851943 269797.826602 48635.049538 469637.460116 483286.083881 21371.746064 464382.389119 163604.851687 2490.877248 216932.799935 370239.013501 1759510.321185 732889.469090 496792.284597 235713.559834 347864.065842 3731.842962 2949427.610710 1282983.478861 2715882.182233 1371607.155344 479069.068714 1831.363465 34780.547857 105193.512877 2529737.531201 7946737.602676 96297077.422031 6067130.057795 953804.924885 5460359.846945 17716032.534354 13052371.113224 19337762.599167 89606.238851 1324799.316302 4.945382 58329969.237784 103342534.113130 66.525274 3047039.595904 0.000000 5969043.165232 7352106.835750 3800392575.090826 1.276412 0.697314 1.386715 0.928503 0.800537 0.371649 1.260627 1.144948 1.143096 0.473188 0.493592 1.173421 1.692655 2.074369 1.961976 1.409429 1.451967 3.841223 2.054639 1.160764 5.619042 3.196584 0.803845 1.591166 0.871259 2.116135 1.825130 2.218901 0.978197 0.786035 0.990274 1.346352 1.214039 1.227447 3.227756 1.455381 1.755474 2.007212 1.148169 0.715769 0.883663 4.153348 0.009060 0.489923 1.269107 0.870150 0.872254 1.577267 0.651664 1.864653 2.064061 1.414796 0.362312 0.603971 0.805842 1.225388 1.000987 1.017332 0.811297 0.615778 2.963399 38.190835 2.569389 3.077804 1.178979 1.401563 1.032608 3.179810 2.048798 3.503314 1.000000 25.743828 23.247548 0.016519 3.728694 0.000000 93.578250 115.260900 1.121946 2467.360239 400276.997272 74470.580623 0.000000 2715.522363 3.431997 33.775150 0.000000 21371.746064 464382.389119 163604.851687 2490.877248 216932.799935 370239.013501 0.106816 10812056353808792789450752.000000 64.217391 59.941131 -32143.238799 0.060337
7.665000e+03 1776.301011 4694.229837 7467.736966 3985.691859 397229.575807 71367.787192 81707.377467 6605.231084 8492.449720 3414.789239 37.096908 328.300454 589.267794 13036.441565 26205.989127 28416.209808 3364957.614920 3009603.484123 619165.460695 2071279.421345 1657686.007375 733894.470784 115447.649775 680758.818394 156422.816148 36643.732830 65868.718074 26668.813969 294578.742476 159648.605281 429834.734149 59746.136893 93437.914987 81222.541963 1779728.725526 275148.034590 47911.506501 484611.633815 486774.430209 17492.498568 1098211.100869 156408.289707 184278.175661 176716.762974 315284.924761 1761995.224380 732607.402952 507839.958031 229709.676760 358158.641020 3867.388883 2846952.829164 1219745.286330 2649495.072466 1347670.238801 484820.320513 1831.442745 34803.901879 103689.462738 2430834.902008 8304835.691317 102020985.201327 5907584.545003 1011026.753079 5495822.363137 17818779.538530 13093811.467565 19158842.116814 92672.063977 1173018.055141 5.168730 59968491.095808 101794255.292932 46.602863 3040681.640639 0.000000 5598875.619130 7030775.493070 3814859424.509680 1.282331 0.693180 1.401598 0.920858 0.794442 0.356164 1.272450 1.144012 1.142250 0.464242 0.478765 1.173480 1.724138 2.119180 2.152085 1.463419 1.422626 3.791555 2.023145 1.151796 5.673399 3.142166 0.826805 1.592213 0.878992 2.126906 1.803823 2.227302 0.979481 0.783424 0.992859 1.336657 1.222152 1.240437 3.199568 1.484242 1.729358 2.071211 1.156456 0.585848 2.089761 3.970653 0.670245 0.399099 1.080735 0.871379 0.871918 1.612342 0.635065 1.919835 2.139031 1.365640 0.344454 0.589208 0.791778 1.240099 1.001030 1.018015 0.799697 0.591703 3.096936 40.460902 2.501823 3.262452 1.186636 1.409691 1.035886 3.150389 2.118896 3.101942 1.000000 26.466987 22.899253 0.011572 3.720914 0.000000 87.775036 110.223305 1.126217 2455.276206 397229.575807 71367.787192 0.000000 2666.959652 3.328468 33.775957 0.000000 17492.498568 1098211.100869 156408.289707 184278.175661 176716.762974 315284.924761 0.107481 11052574472896195330048000.000000 64.206522 64.665340 -32866.728872 0.059688
8.030000e+03 1783.071617 4668.315984 7538.675238 3952.129690 393721.755490 68483.017716 82470.095998 6588.352603 8473.660860 3355.607773 36.055637 328.250417 599.898056 13303.040135 27544.787236 29510.649115 3293404.682167 2963618.775874 609578.770763 2055061.378122 1667951.982873 720899.966964 118666.166817 680736.293663 157798.979046 36781.413678 65179.909527 26759.053700 294749.642643 158924.964498 430702.812531 59198.330441 93995.761684 82017.292579 1758977.983620 280536.932970 47133.379554 499893.853534 490328.457971 13496.470111 1025186.134731 150608.950173 2416.431590 131354.457973 273448.231085 1767838.810439 733697.647208 518006.249832 223417.898629 368676.504950 4007.291400 2772451.109611 1159591.500309 2584891.022931 1323346.928744 490709.667361 1831.521335 34827.044818 102162.238027 2341109.513122 8660249.774906 107664067.540438 5752944.211483 1070969.917664 5536010.206139 17992118.128899 13142241.048850 18914947.268766 95861.180230 1077813.962189 5.420528 61512952.282393 100546545.686663 55.479515 3040775.892480 0.000000 5331720.537019 6810387.207644 3828536443.127875 1.287218 0.689353 1.414912 0.913104 0.787426 0.341767 1.284328 1.141089 1.139723 0.456196 0.465326 1.173301 1.755241 2.162518 2.262030 1.519782 1.392375 3.733623 1.991820 1.142778 5.708534 3.086530 0.849855 1.592160 0.886725 2.134898 1.784960 2.234839 0.980049 0.779873 0.994864 1.324401 1.229448 1.252575 3.162263 1.513311 1.701271 2.136526 1.164900 0.452015 1.950804 3.823428 0.008789 0.296652 0.937327 0.874269 0.873216 1.644619 0.617671 1.976214 2.216410 1.329903 0.327466 0.574841 0.777488 1.255163 1.001073 1.018692 0.787918 0.569863 3.229473 42.698914 2.436334 3.455880 1.195313 1.423405 1.039718 3.110284 2.191814 2.850183 1.000000 27.148632 22.618573 0.013776 3.721030 0.000000 83.586776 106.768220 1.130255 2443.790064 393721.755490 68483.017716 0.000000 2622.806416 3.234539 33.769374 0.000000 13496.470111 1025186.134731 150608.950173 2416.431590 131354.457973 273448.231085 0.108246 11273904582287799181377536.000000 64.206522 69.265551 -33532.509065 0.059241
